Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-03:00,31.962327616135454,32.95315753957839,31.847260677416507,32.62714385986328,1824898,0.0,0.0
2020-01-03 00:00:00-03:00,32.294737472160065,32.812528584574366,32.288344299414995,32.607967376708984,1402839,0.0,0.0
2020-01-06 00:00:00-03:00,32.25979716753396,32.49351739982495,31.618742099501976,31.7255859375,1357633,2.091569,0.0
2020-01-07 00:00:00-03:00,31.785680320998292,32.0394330833562,31.425086385004242,31.658803939819336,1131604,0.0,0.0
2020-01-08 00:00:00-03:00,31.758966916828555,31.879164886230463,31.117911964457807,31.41172981262207,655484,0.0,0.0
2020-01-09 00:00:00-03:00,31.304890564278445,31.625419413918753,30.723935838450913,30.81742286682129,1028797,0.0,0.0
2020-01-10 00:00:00-03:00,30.984357001400397,31.23142866621549,30.657149826579236,30.683860778808594,808288,0.0,0.0
2020-01-13 00:00:00-03:00,30.870835799886347,31.304881453866816,30.543628642495918,31.064485549926758,1481376,0.0,0.0
2020-01-14 00:00:00-03:00,31.071183127182344,31.27151405521006,30.416771061835366,30.637134552001953,1511582,0.0,0.0
2020-01-15 00:00:00-03:00,30.577024568568646,30.623768079200566,29.95600212541976,30.223106384277344,1575016,0.0,0.0
2020-01-16 00:00:00-03:00,30.34330986119194,30.34330986119194,29.942648128692188,30.16301155090332,1110355,0.0,0.0
2020-01-17 00:00:00-03:00,30.28988221689444,31.057813521252875,30.27652541323288,30.790706634521484,1178580,0.0,0.0
2020-01-20 00:00:00-03:00,30.670502794823328,31.044450772646147,30.416750107028424,30.52359390258789,503097,0.0,0.0
2020-01-21 00:00:00-03:00,30.463502651147497,30.717255414300567,29.15468168676319,29.341655731201172,1840002,0.0,0.0
2020-01-22 00:00:00-03:00,29.50859679134912,29.622116366201038,29.0077723281947,29.054515838623047,836203,0.0,0.0
2020-01-23 00:00:00-03:00,29.007773398323526,29.715607136617724,28.84751030713098,29.68889617919922,1689593,0.0,0.0
2020-01-24 00:00:00-03:00,29.949324456182765,30.029457327792937,29.41511061875194,29.475208282470703,758083,0.0,0.0
2020-01-27 00:00:00-03:00,28.847509224635466,29.562018685483626,28.847509224635466,29.368366241455078,1322843,0.0,0.0
2020-01-28 00:00:00-03:00,29.355014972296917,29.615443506278396,28.780733332937384,28.994421005249023,618611,0.0,0.0
2020-01-29 00:00:00-03:00,29.49524292313983,29.98271058610138,28.3066172903806,28.333328247070312,1861980,0.0,0.0
2020-01-30 00:00:00-03:00,28.246518847546465,28.44684969052623,27.919311627124966,28.186418533325195,1228681,0.0,0.0
2020-01-31 00:00:00-03:00,28.647183675939214,28.80744679075562,27.859219602556788,27.912641525268555,1814691,0.0,0.0
2020-02-03 00:00:00-03:00,28.333324214788473,28.713950650140426,27.97940873232484,28.106285095214844,1929476,0.0,0.0
2020-02-04 00:00:00-03:00,28.380070094144905,28.700598902311775,27.852534700416726,28.07957649230957,1420025,0.0,0.0
2020-02-05 00:00:00-03:00,28.573720022649702,28.7072721332366,27.932665115860107,28.313291549682617,2198628,0.0,0.0
2020-02-06 00:00:00-03:00,28.680572341273358,28.707280648658767,27.812475405001347,27.87925148010254,1415129,0.0,0.0
2020-02-07 00:00:00-03:00,27.705624976110208,28.112962386711292,27.46522904023684,27.77907943725586,1075669,0.0,0.0
2020-02-10 00:00:00-03:00,28.046188459274017,28.620467388253747,27.832503461513078,28.466882705688477,2108529,0.0,0.0
2020-02-11 00:00:00-03:00,28.567051082620385,28.99442381534533,28.41346636990953,28.941001892089844,2582252,0.0,0.0
2020-02-12 00:00:00-03:00,28.66053298840622,28.887572120581037,28.306614832981275,28.720630645751953,1256388,0.0,0.0
2020-02-13 00:00:00-03:00,28.22648827110152,28.446851683151447,27.66556346345794,27.71230697631836,1209099,0.0,0.0
2020-02-14 00:00:00-03:00,27.81247083787055,28.01279903027791,27.398454994919227,27.418487548828125,758707,0.0,0.0
2020-02-17 00:00:00-03:00,27.298294392626826,27.458560158835915,27.224839913110706,27.318326950073242,778706,0.0,0.0
2020-02-18 00:00:00-03:00,27.191454710111223,27.258230789742967,26.837539100075862,27.184776306152344,1343363,0.0,0.0
2020-02-19 00:00:00-03:00,27.33168528146233,27.852542417391472,27.057899905576033,27.605470657348633,1060253,0.0,0.0
2020-02-20 00:00:00-03:00,27.658886761105393,27.805795711503784,27.398458222969595,27.645532608032227,1855001,0.0,0.0
2020-02-21 00:00:00-03:00,27.365070808193074,27.43852262818007,26.937698121088154,27.031185150146484,885055,0.0,0.0
2020-02-26 00:00:00-03:00,26.336703331985063,26.336703331985063,25.415187363828693,25.44857406616211,2929733,0.0,0.0
2020-02-27 00:00:00-03:00,25.441903645623146,26.102991268757563,25.254929582782598,25.895984649658203,2003430,0.0,0.0
2020-02-28 00:00:00-03:00,25.6823043707918,26.22319410295493,25.11470102092473,25.956087112426758,2899214,0.0,0.0
2020-03-02 00:00:00-03:00,26.543715129532604,26.570426085974894,25.84255981954816,25.99614715576172,2950461,0.0,0.0
2020-03-03 00:00:00-03:00,26.14305333584392,26.463582158602343,25.64222887444028,25.729040145874023,1850105,0.0,0.0
2020-03-04 00:00:00-03:00,26.123024545770356,26.176446466146952,25.24157347283166,25.62220001220703,3355126,0.0,0.0
2020-03-05 00:00:00-03:00,25.38848638843238,25.76911298719481,25.121379398192968,25.148090362548828,2010409,0.0,0.0
2020-03-06 00:00:00-03:00,24.03959402518607,25.027888959196474,23.952785392778477,24.273311614990234,1969995,0.0,0.0
2020-03-09 00:00:00-03:00,22.23662217703527,23.298371499106068,21.441981112877468,21.669021606445312,3743751,0.0,0.0
2020-03-10 00:00:00-03:00,22.036291089843022,22.750801881622625,21.709085188436305,22.430273056030273,3487306,0.0,0.0
2020-03-11 00:00:00-03:00,21.902736700366166,22.14313264598776,20.046346523987832,20.567203521728516,2701933,0.0,0.0
2020-03-12 00:00:00-03:00,17.5622520923792,18.697455536469782,16.69415549709333,17.795970916748047,3341689,0.0,0.0
2020-03-13 00:00:00-03:00,20.674053289242796,20.674053289242796,17.388640645324976,20.012964248657227,4626931,0.0,0.0
2020-03-16 00:00:00-03:00,17.775944359106944,19.098122345705516,16.69416237007175,17.622358322143555,3548345,0.0,0.0
2020-03-17 00:00:00-03:00,17.829362710448354,19.38525797934508,16.87445731508667,18.43035125732422,6068205,0.0,0.0
2020-03-18 00:00:00-03:00,17.295149413754533,17.762585848540894,16.36695494667461,17.221694946289062,3747292,0.0,0.0
2020-03-19 00:00:00-03:00,16.827710661126932,17.355246012389905,15.659120398451735,16.934553146362305,3209718,0.0,0.0
2020-03-20 00:00:00-03:00,17.575611939363405,18.163246356910648,16.694159649712933,17.094820022583008,5048262,0.0,0.0
2020-03-23 00:00:00-03:00,17.395315654549588,17.675776732592986,15.58566881958378,16.233402252197266,4166123,0.0,0.0
2020-03-24 00:00:00-03:00,17.361925979166607,18.891110264866587,16.941233075212907,18.41031837463379,3003375,0.0,0.0
2020-03-25 00:00:00-03:00,18.2300217961166,20.834310813655996,17.81600728570059,19.719141006469727,3646464,0.0,0.0
2020-03-26 00:00:00-03:00,19.979575278187703,20.77421644406819,19.46539523203228,20.146516799926758,2122382,0.0,0.0
2020-03-27 00:00:00-03:00,18.997955267300544,19.345192402209335,18.183279037475586,18.183279037475586,3332523,0.0,0.0
2020-03-30 00:00:00-03:00,18.28344473171944,18.931178152879767,17.836040837999235,18.831012725830078,2262687,0.0,0.0
2020-03-31 00:00:00-03:00,18.563909418737854,18.77091737437184,17.4821274492873,18.029695510864258,2129777,0.0,0.0
2020-04-01 00:00:00-03:00,17.16159520919859,17.44205758851074,16.366954233355955,16.520540237426758,2273103,0.0,0.0
2020-04-02 00:00:00-03:00,16.687484776861886,17.181632237306463,16.460444266926714,17.03472328186035,1460127,0.0,0.0
2020-04-03 00:00:00-03:00,16.85442351930193,16.901167028960035,15.665799244206521,15.932906150817871,2086446,0.0,0.0
2020-04-06 00:00:00-03:00,16.854420243909118,17.77593743331073,16.60734593897793,17.45541000366211,2520172,0.0,0.0
2020-04-07 00:00:00-03:00,19.051375032264986,19.285092579644477,18.203310806078655,18.27008819580078,3305650,0.0,0.0
2020-04-08 00:00:00-03:00,18.383612082517246,18.844370176511344,18.10314965342476,18.51716423034668,1411692,0.0,0.0
2020-04-09 00:00:00-03:00,18.630684841902188,19.1114768114991,18.34354534079952,18.41699981689453,1663137,0.0,0.0
2020-04-13 00:00:00-03:00,18.37025805619766,18.891115188598633,17.709169034823006,18.891115188598633,2101237,0.0,0.0
2020-04-14 00:00:00-03:00,19.15154156172537,19.438681037497933,18.744202777497634,18.831012725830078,1384819,0.0,0.0
2020-04-15 00:00:00-03:00,18.430353583282898,18.430353583282898,17.96959550652995,17.976272583007812,2766096,0.0,0.0
2020-04-16 00:00:00-03:00,18.12986450519305,18.243385455513323,17.17495867874392,17.281801223754883,3522929,0.0,0.0
2020-04-17 00:00:00-03:00,17.715842872758117,18.02301623022321,17.428703396717236,17.695810317993164,1819065,0.0,0.0
2020-04-20 00:00:00-03:00,17.3619250163506,17.49547845919333,17.141561636661233,17.328536987304688,2467884,0.0,0.0
2020-04-22 00:00:00-03:00,17.21501892169157,17.508835482836158,16.921201033887684,16.961267471313477,3893117,0.0,0.0
2020-04-23 00:00:00-03:00,17.12152883449183,17.281791902235074,16.60734762272667,16.714191436767578,3465433,0.0,0.0
2020-04-24 00:00:00-03:00,16.507187208998953,16.5539307247102,15.18500930938005,15.652445793151855,5866029,0.0,0.0
2020-04-27 00:00:00-03:00,16.09317314464441,16.687486089959915,15.91955454181325,16.33357048034668,1803858,0.0,0.0
2020-04-28 00:00:00-03:00,17.09481962247552,18.17660140991211,17.09481962247552,18.17660140991211,4480376,0.0,0.0
2020-04-29 00:00:00-03:00,18.250054634522346,18.93117601212429,17.836038821082923,18.8443660736084,3095453,0.0,0.0
2020-04-30 00:00:00-03:00,18.163248987832656,18.310157945163837,17.82936595874137,18.029695510864258,4514333,0.0,0.0
2020-05-04 00:00:00-03:00,17.36192669899142,17.455413720043957,16.85442383233594,17.18830680847168,2542046,0.0,0.0
2020-05-05 00:00:00-03:00,17.27512014362681,17.602324781518018,16.76094010028116,16.78765106201172,3362938,0.0,0.0
2020-05-06 00:00:00-03:00,16.77429560667222,16.914526165981844,16.253437158771593,16.634063720703125,3335023,0.0,0.0
2020-05-07 00:00:00-03:00,16.7676176932879,16.83439377300939,15.95294262205632,15.96629810333252,3532616,0.0,0.0
2020-05-08 00:00:00-03:00,16.309581714571873,16.923636645071714,16.10714493303565,16.48502540588379,3270548,0.238797,0.0
2020-05-11 00:00:00-03:00,16.316327627608278,17.24078492079525,16.316327627608278,16.66046905517578,2809948,0.0,0.0
2020-05-12 00:00:00-03:00,16.633479864613342,16.761688673462704,15.68203067779541,15.68203067779541,3980508,0.0,0.0
2020-05-13 00:00:00-03:00,15.830483052564453,16.11389374596129,15.277158881357549,15.506586074829102,4431317,0.0,0.0
2020-05-14 00:00:00-03:00,15.317644085399282,16.181370639050222,14.7575726865042,16.15437889099121,4722134,0.0,0.0
2020-05-15 00:00:00-03:00,16.147636192890374,16.363567557244707,15.493093490600586,15.493093490600586,3076704,0.0,0.0
2020-05-18 00:00:00-03:00,16.194867192999506,16.626729817653477,15.87097022450903,16.55925178527832,2803178,0.0,0.0
2020-05-19 00:00:00-03:00,16.633475379332733,16.761684153610105,15.864218711853027,15.864218711853027,3670421,0.0,0.0
